,Id,monthly_rent,hacdor,rooms,hacapo,v14a,refrig,v18q,v18q1,r4h1,r4h2,r4m1,r4m2,tamhog,tamviv,escolari,paredblolad,paredzocalo,paredpreb,pareddes,paredmad,paredzinc,paredfibras,paredother,pisomoscer,pisocemento,pisoother,pisonatur,pisonotiene,pisomadera,techozinc,techoentrepiso,techocane,techootro,cielorazo,abastaguadentro,abastaguafuera,abastaguano,public,planpri,noelec,coopele,sanitario1,sanitario2,sanitario3,sanitario5,sanitario6,energcocinar1,energcocinar2,energcocinar3,energcocinar4,elimbasu1,elimbasu2,elimbasu3,elimbasu4,elimbasu5,elimbasu6,epared1,epared2,epared3,etecho1,etecho2,etecho3,eviv1,eviv2,eviv3,dis,male,female,estadocivil1,estadocivil2,estadocivil3,estadocivil4,estadocivil5,estadocivil6,estadocivil7,parentesco1,parentesco2,parentesco3,parentesco4,parentesco5,parentesco6,parentesco7,parentesco8,parentesco9,parentesco10,parentesco11,parentesco12,idhogar,hogar_nin,hogar_adul,hogar_mayor,instlevel1,instlevel2,instlevel3,instlevel4,instlevel5,instlevel6,instlevel7,instlevel8,instlevel9,bedrooms,overcrowding,tipovivi1,tipovivi2,tipovivi3,tipovivi4,tipovivi5,computer,television,mobilephone,qmobilephone,region_central,region_chorotega,region_pacifico_central,region_brunca,region_huetar_atlantica,region_huetar_norte,zona_urbana,zona_rural,age,Target
2673,ID_abdc72ddc,125000.0,0,5,0,1,1,0,0.0,1,1,1,1,4,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,eb9891529,2,2,0,1,0,0,0,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,7,2
2674,ID_55cff9be7,125000.0,0,5,0,1,1,0,0.0,1,1,1,1,4,4,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,eb9891529,2,2,0,0,0,0,1,0,0,0,0,0,2,2.0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,1,0,32,2
2675,ID_299064d93,89000.0,0,3,0,1,1,0,0.0,0,0,0,1,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,86a6d2dfb,0,1,1,0,0,1,0,0,0,0,0,0,1,1.0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,72,4
2676,ID_dc58f7993,60000.0,0,5,0,1,1,0,0.0,0,1,0,0,1,1,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,fd89cbc8b,0,1,0,0,0,0,1,0,0,0,0,0,3,0.33333334,0,0,1,0,0,1,0,1,3,1,0,0,0,0,0,1,0,24,4
2677,ID_20fdcd395,120000.0,0,5,0,1,1,0,0.0,0,2,0,1,3,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,fd69ffc71,0,3,1,0,0,1,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,43,2
2678,ID_79420bc97,120000.0,0,5,0,1,1,0,0.0,0,2,0,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,fd69ffc71,0,3,1,1,0,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,79,2
2679,ID_9c2036d5d,120000.0,0,5,0,1,1,0,0.0,0,2,0,1,3,3,11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,fd69ffc71,0,3,1,0,0,0,0,1,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,56,2
2680,ID_cd4baf1ca,290597.0625,0,7,0,1,1,0,0.0,0,1,0,1,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65b015f02,0,2,2,0,0,1,0,0,0,0,0,0,5,0.40000001,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,85,4
2681,ID_ab0208709,290597.0625,0,7,0,1,1,0,0.0,0,1,0,1,2,2,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65b015f02,0,2,2,0,0,0,1,0,0,0,0,0,5,0.40000001,1,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,86,4
2682,ID_c79bc6436,220090.0,0,5,0,1,1,1,1.0,0,0,0,2,2,2,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,22fab3740,0,2,1,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,34,4
2683,ID_21ca3702f,220090.0,0,5,0,1,1,1,1.0,0,0,0,2,2,2,12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,22fab3740,0,2,1,0,0,0,0,0,0,0,1,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,67,4
2684,ID_ee9c3ec73,204022.0,0,4,0,1,1,0,0.0,0,1,0,1,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,184298b4b,0,2,0,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,24,4
2685,ID_8e027d9d7,204022.0,0,4,0,1,1,0,0.0,0,1,0,1,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,184298b4b,0,2,0,0,0,0,0,1,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,23,4
2686,ID_9346d89ab,125000.0,0,4,0,1,1,0,0.0,0,1,0,0,1,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1c061afbd,0,1,0,0,0,1,0,0,0,0,0,0,2,0.5,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,64,4
2687,ID_c5682796d,220090.0,0,5,0,1,1,0,0.0,0,1,0,0,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,a084df613,0,1,1,0,0,1,0,0,0,0,0,0,3,0.33333334,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,83,3
2688,ID_6d17d36c8,90000.0,0,3,0,1,1,1,1.0,0,2,2,2,6,6,12,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,169911ed1,3,3,0,0,0,0,0,0,0,0,1,0,2,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,46,4
2689,ID_2e19724e8,90000.0,0,3,0,1,1,1,1.0,0,2,2,2,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,169911ed1,3,3,0,0,0,1,0,0,0,0,0,0,2,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,21,4
2690,ID_6c2c4c2d7,90000.0,0,3,0,1,1,1,1.0,0,2,2,2,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169911ed1,3,3,0,1,0,0,0,0,0,0,0,0,2,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,5,4
2691,ID_e71530d31,90000.0,0,3,0,1,1,1,1.0,0,2,2,2,6,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,169911ed1,3,3,0,1,0,0,0,0,0,0,0,0,2,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,2,4
2692,ID_cf4e3f076,90000.0,0,3,0,1,1,1,1.0,0,2,2,2,6,6,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,169911ed1,3,3,0,0,0,1,0,0,0,0,0,0,2,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,14,4
2693,ID_e453a37ec,90000.0,0,3,0,1,1,1,1.0,0,2,2,2,6,6,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,169911ed1,3,3,0,0,0,0,1,0,0,0,0,0,2,3.0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,0,1,0,24,4
2694,ID_43dc4b8db,162545.0,0,3,0,1,1,0,0.0,0,0,0,1,1,1,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,cee0f3318,0,1,1,0,0,1,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,68,4
2695,ID_402fe798e,204022.0,0,4,0,1,1,1,1.0,0,1,0,1,2,2,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54ac7b187,0,2,1,0,0,1,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,68,4
2696,ID_55494c745,204022.0,0,4,0,1,1,1,1.0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54ac7b187,0,2,1,0,1,0,0,0,0,0,0,0,2,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,63,4
2697,ID_e6ccf0d66,177500.0,0,6,0,1,1,1,1.0,0,1,0,1,2,2,10,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6b13e8ac3,0,2,0,0,0,0,1,0,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,56,4
2698,ID_81ad8e8c2,177500.0,0,6,0,1,1,1,1.0,0,1,0,1,2,2,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6b13e8ac3,0,2,0,0,0,0,0,1,0,0,0,0,3,0.66666669,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,28,4
2699,ID_cc56180b1,130000.0,0,2,0,1,1,0,0.0,0,0,0,1,1,1,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21f4ce7c5,0,1,0,0,0,0,0,1,0,0,0,0,1,1.0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,26,4
2700,ID_c0bc9f0cf,167700.0,0,5,0,1,1,0,0.0,0,2,0,2,4,4,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,29d29bc09,1,3,0,0,0,0,0,1,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,53,4
2701,ID_d360668be,167700.0,0,5,0,1,1,0,0.0,0,2,0,2,4,4,14,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29d29bc09,1,3,0,0,0,0,0,0,0,0,1,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,23,4
2702,ID_d530b3703,167700.0,0,5,0,1,1,0,0.0,0,2,0,2,4,4,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,29d29bc09,1,3,0,0,0,0,1,0,0,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,17,4
2703,ID_ad497bc06,167700.0,0,5,0,1,1,0,0.0,0,2,0,2,4,4,11,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29d29bc09,1,3,0,0,0,0,0,0,1,0,0,0,3,1.3333334,1,0,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,46,4
2704,ID_792875ac6,344970.0,0,8,0,1,1,1,1.0,0,2,0,2,4,4,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5c874df79,0,4,1,0,0,0,0,0,0,0,1,0,4,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,54,4
2705,ID_54323c0d6,344970.0,0,8,0,1,1,1,1.0,0,2,0,2,4,4,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5c874df79,0,4,1,0,0,0,0,0,0,0,1,0,4,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,23,4
2706,ID_0faefcf6b,344970.0,0,8,0,1,1,1,1.0,0,2,0,2,4,4,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5c874df79,0,4,1,0,0,1,0,0,0,0,0,0,4,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,80,4
2707,ID_e7191eab7,344970.0,0,8,0,1,1,1,1.0,0,2,0,2,4,4,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5c874df79,0,4,1,0,0,0,0,0,0,0,1,0,4,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,56,4
2708,ID_7e3aa90fc,220090.0,0,5,0,1,1,1,1.0,0,1,1,1,3,3,17,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,b22e4cd48,1,2,0,0,0,0,0,0,0,0,0,1,3,1.0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,43,4
2709,ID_f80b69778,220090.0,0,5,0,1,1,1,1.0,0,1,1,1,3,3,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,b22e4cd48,1,2,0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,43,4
2710,ID_3855d2ea6,220090.0,0,5,0,1,1,1,1.0,0,1,1,1,3,3,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,b22e4cd48,1,2,0,0,1,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,1,0,10,4
2711,ID_e442fe415,290597.0625,0,7,0,1,1,1,3.0,0,1,0,2,3,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ae81205ac,0,3,0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,29,4
2712,ID_42355969d,290597.0625,0,7,0,1,1,1,3.0,0,1,0,2,3,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ae81205ac,0,3,0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,49,4
2713,ID_a7ea5a908,290597.0625,0,7,0,1,1,1,3.0,0,1,0,2,3,3,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ae81205ac,0,3,0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,1,0,1,3,1,0,0,0,0,0,1,0,51,4
2714,ID_9679d2bc3,220090.0,0,5,0,1,1,0,0.0,0,1,1,1,3,3,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ab3835eff,2,1,0,0,0,0,1,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,14,4
2715,ID_134a02e44,220090.0,0,5,0,1,1,0,0.0,0,1,1,1,3,3,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ab3835eff,2,1,0,0,0,0,0,0,0,0,1,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,50,4
2716,ID_b4276a473,220090.0,0,5,0,1,1,0,0.0,0,1,1,1,3,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,ab3835eff,2,1,0,0,1,0,0,0,0,0,0,0,3,1.0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,11,4
2717,ID_2c640e4a8,299577.01960784313,0,6,0,1,1,1,2.0,1,1,0,4,6,6,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,035bb4b72,2,4,0,0,0,0,0,0,0,0,1,0,4,1.5,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,26,4
2718,ID_953660767,299577.01960784313,0,6,0,1,1,1,2.0,1,1,0,4,6,6,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,035bb4b72,2,4,0,0,0,0,0,1,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,23,4
2719,ID_dae66b16a,299577.01960784313,0,6,0,1,1,1,2.0,1,1,0,4,6,6,15,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,035bb4b72,2,4,0,0,0,0,0,0,0,0,1,0,4,1.5,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,50,4
2720,ID_d9a80e857,299577.01960784313,0,6,0,1,1,1,2.0,1,1,0,4,6,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,035bb4b72,2,4,0,1,0,0,0,0,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,5,4
2721,ID_c3a81afb7,299577.01960784313,0,6,0,1,1,1,2.0,1,1,0,4,6,6,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,035bb4b72,2,4,0,0,0,0,0,1,0,0,0,0,4,1.5,1,0,0,0,0,0,1,1,5,1,0,0,0,0,0,1,0,54,4
